ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography
2015,2015,0,Total,19618,4574,"Census Tract 231.03, San Francisco County, CA",14000US06075023103
2014,2014,0,Total,17895,3814,"Census Tract 231.03, San Francisco County, CA",14000US06075023103
2013,2013,0,Total,18846,5261,"Census Tract 231.03, San Francisco County, CA",14000US06075023103
2018,2018,0,Total,60345,20419,"Census Tract 232, San Francisco County, CA",14000US06075023200
2017,2017,0,Total,54375,20407,"Census Tract 232, San Francisco County, CA",14000US06075023200
2016,2016,0,Total,49583,15477,"Census Tract 232, San Francisco County, CA",14000US06075023200
2015,2015,0,Total,42212,6163,"Census Tract 232, San Francisco County, CA",14000US06075023200
2014,2014,0,Total,42344,5950,"Census Tract 232, San Francisco County, CA",14000US06075023200
2013,2013,0,Total,43906,9704,"Census Tract 232, San Francisco County, CA",14000US06075023200
2018,2018,0,Total,58125,11084,"Census Tract 233, San Francisco County, CA",14000US06075023300
2017,2017,0,Total,55600,7727,"Census Tract 233, San Francisco County, CA",14000US06075023300
2016,2016,0,Total,54566,5753,"Census Tract 233, San Francisco County, CA",14000US06075023300
2015,2015,0,Total,65096,21076,"Census Tract 233, San Francisco County, CA",14000US06075023300
2014,2014,0,Total,70450,16021,"Census Tract 233, San Francisco County, CA",14000US06075023300
2013,2013,0,Total,75857,11804,"Census Tract 233, San Francisco County, CA",14000US06075023300
2018,2018,0,Total,41724,16765,"Census Tract 234, San Francisco County, CA",14000US06075023400
2017,2017,0,Total,40648,9583,"Census Tract 234, San Francisco County, CA",14000US06075023400
2016,2016,0,Total,39750,8716,"Census Tract 234, San Francisco County, CA",14000US06075023400
2015,2015,0,Total,34464,11865,"Census Tract 234, San Francisco County, CA",14000US06075023400
2014,2014,0,Total,52841,36443,"Census Tract 234, San Francisco County, CA",14000US06075023400
2013,2013,0,Total,54786,19095,"Census Tract 234, San Francisco County, CA",14000US06075023400
2018,2018,0,Total,153021,36627,"Census Tract 251, San Francisco County, CA",14000US06075025100
2017,2017,0,Total,148500,27025,"Census Tract 251, San Francisco County, CA",14000US06075025100
2016,2016,0,Total,103700,15128,"Census Tract 251, San Francisco County, CA",14000US06075025100
2015,2015,0,Total,95156,13388,"Census Tract 251, San Francisco County, CA",14000US06075025100
2014,2014,0,Total,96023,10957,"Census Tract 251, San Francisco County, CA",14000US06075025100
2013,2013,0,Total,85345,8904,"Census Tract 251, San Francisco County, CA",14000US06075025100
2018,2018,0,Total,139444,14406,"Census Tract 252, San Francisco County, CA",14000US06075025200
2017,2017,0,Total,133310,15892,"Census Tract 252, San Francisco County, CA",14000US06075025200
2016,2016,0,Total,130099,22800,"Census Tract 252, San Francisco County, CA",14000US06075025200
2015,2015,0,Total,128009,19932,"Census Tract 252, San Francisco County, CA",14000US06075025200
2014,2014,0,Total,94271,48150,"Census Tract 252, San Francisco County, CA",14000US06075025200
2013,2013,0,Total,108179,33537,"Census Tract 252, San Francisco County, CA",14000US06075025200
2018,2018,0,Total,144583,35130,"Census Tract 253, San Francisco County, CA",14000US06075025300
2017,2017,0,Total,126563,21414,"Census Tract 253, San Francisco County, CA",14000US06075025300
2016,2016,0,Total,104545,25245,"Census Tract 253, San Francisco County, CA",14000US06075025300
2015,2015,0,Total,93900,19209,"Census Tract 253, San Francisco County, CA",14000US06075025300
2014,2014,0,Total,106429,22779,"Census Tract 253, San Francisco County, CA",14000US06075025300
2013,2013,0,Total,113854,17360,"Census Tract 253, San Francisco County, CA",14000US06075025300
2018,2018,0,Total,122232,29608,"Census Tract 254.01, San Francisco County, CA",14000US06075025401
2017,2017,0,Total,114211,20528,"Census Tract 254.01, San Francisco County, CA",14000US06075025401
2016,2016,0,Total,110313,30246,"Census Tract 254.01, San Francisco County, CA",14000US06075025401
2015,2015,0,Total,88462,38377,"Census Tract 254.01, San Francisco County, CA",14000US06075025401
2014,2014,0,Total,95481,35485,"Census Tract 254.01, San Francisco County, CA",14000US06075025401
2013,2013,0,Total,80139,33085,"Census Tract 254.01, San Francisco County, CA",14000US06075025401
2018,2018,0,Total,129405,34191,"Census Tract 254.02, San Francisco County, CA",14000US06075025402
2017,2017,0,Total,128750,35686,"Census Tract 254.02, San Francisco County, CA",14000US06075025402
2016,2016,0,Total,123313,46237,"Census Tract 254.02, San Francisco County, CA",14000US06075025402
2015,2015,0,Total,137721,37527,"Census Tract 254.02, San Francisco County, CA",14000US06075025402
2014,2014,0,Total,102065,36650,"Census Tract 254.02, San Francisco County, CA",14000US06075025402
2013,2013,0,Total,87844,10716,"Census Tract 254.02, San Francisco County, CA",14000US06075025402
2018,2018,0,Total,109118,23118,"Census Tract 254.03, San Francisco County, CA",14000US06075025403
2017,2017,0,Total,94135,20015,"Census Tract 254.03, San Francisco County, CA",14000US06075025403
2016,2016,0,Total,88262,12906,"Census Tract 254.03, San Francisco County, CA",14000US06075025403
2015,2015,0,Total,73159,8029,"Census Tract 254.03, San Francisco County, CA",14000US06075025403
2014,2014,0,Total,73194,14262,"Census Tract 254.03, San Francisco County, CA",14000US06075025403
2013,2013,0,Total,66667,15810,"Census Tract 254.03, San Francisco County, CA",14000US06075025403
2018,2018,0,Total,114015,17238,"Census Tract 255, San Francisco County, CA",14000US06075025500
2017,2017,0,Total,106000,19670,"Census Tract 255, San Francisco County, CA",14000US06075025500
2016,2016,0,Total,103275,19531,"Census Tract 255, San Francisco County, CA",14000US06075025500
2015,2015,0,Total,92216,19312,"Census Tract 255, San Francisco County, CA",14000US06075025500
2014,2014,0,Total,88269,14043,"Census Tract 255, San Francisco County, CA",14000US06075025500
2013,2013,0,Total,92656,20058,"Census Tract 255, San Francisco County, CA",14000US06075025500
2018,2018,0,Total,85288,10048,"Census Tract 256, San Francisco County, CA",14000US06075025600
2017,2017,0,Total,74688,10952,"Census Tract 256, San Francisco County, CA",14000US06075025600
2016,2016,0,Total,73730,8417,"Census Tract 256, San Francisco County, CA",14000US06075025600
2015,2015,0,Total,73452,10941,"Census Tract 256, San Francisco County, CA",14000US06075025600
2014,2014,0,Total,70582,7859,"Census Tract 256, San Francisco County, CA",14000US06075025600
2013,2013,0,Total,71367,9879,"Census Tract 256, San Francisco County, CA",14000US06075025600
2018,2018,0,Total,98724,15095,"Census Tract 257.01, San Francisco County, CA",14000US06075025701
2017,2017,0,Total,95669,22602,"Census Tract 257.01, San Francisco County, CA",14000US06075025701
2016,2016,0,Total,80565,12046,"Census Tract 257.01, San Francisco County, CA",14000US06075025701
2015,2015,0,Total,78708,8277,"Census Tract 257.01, San Francisco County, CA",14000US06075025701
2014,2014,0,Total,80592,12583,"Census Tract 257.01, San Francisco County, CA",14000US06075025701
2013,2013,0,Total,78819,10931,"Census Tract 257.01, San Francisco County, CA",14000US06075025701
2018,2018,0,Total,65875,9678,"Census Tract 257.02, San Francisco County, CA",14000US06075025702
2017,2017,0,Total,63311,6941,"Census Tract 257.02, San Francisco County, CA",14000US06075025702
2016,2016,0,Total,59926,7497,"Census Tract 257.02, San Francisco County, CA",14000US06075025702
2015,2015,0,Total,60836,3849,"Census Tract 257.02, San Francisco County, CA",14000US06075025702
2014,2014,0,Total,60805,7081,"Census Tract 257.02, San Francisco County, CA",14000US06075025702
2013,2013,0,Total,55215,11370,"Census Tract 257.02, San Francisco County, CA",14000US06075025702
2018,2018,0,Total,91250,14437,"Census Tract 258, San Francisco County, CA",14000US06075025800
2017,2017,0,Total,72411,21393,"Census Tract 258, San Francisco County, CA",14000US06075025800
2016,2016,0,Total,72868,12201,"Census Tract 258, San Francisco County, CA",14000US06075025800
2015,2015,0,Total,56250,22267,"Census Tract 258, San Francisco County, CA",14000US06075025800
2014,2014,0,Total,51983,16444,"Census Tract 258, San Francisco County, CA",14000US06075025800
2013,2013,0,Total,46447,6134,"Census Tract 258, San Francisco County, CA",14000US06075025800
2018,2018,0,Total,113384,15407,"Census Tract 259, San Francisco County, CA",14000US06075025900
2017,2017,0,Total,101935,20786,"Census Tract 259, San Francisco County, CA",14000US06075025900
2016,2016,0,Total,89896,9155,"Census Tract 259, San Francisco County, CA",14000US06075025900
2015,2015,0,Total,87188,9559,"Census Tract 259, San Francisco County, CA",14000US06075025900
2014,2014,0,Total,87188,12793,"Census Tract 259, San Francisco County, CA",14000US06075025900
2013,2013,0,Total,82500,13358,"Census Tract 259, San Francisco County, CA",14000US06075025900
2018,2018,0,Total,74883,16237,"Census Tract 260.01, San Francisco County, CA",14000US06075026001
2017,2017,0,Total,62656,11444,"Census Tract 260.01, San Francisco County, CA",14000US06075026001
2016,2016,0,Total,60694,12697,"Census Tract 260.01, San Francisco County, CA",14000US06075026001
2015,2015,0,Total,60938,15085,"Census Tract 260.01, San Francisco County, CA",14000US06075026001
2014,2014,0,Total,63817,8973,"Census Tract 260.01, San Francisco County, CA",14000US06075026001
2013,2013,0,Total,63449,12206,"Census Tract 260.01, San Francisco County, CA",14000US06075026001
2018,2018,0,Total,100000,13748,"Census Tract 260.02, San Francisco County, CA",14000US06075026002
2017,2017,0,Total,94200,11054,"Census Tract 260.02, San Francisco County, CA",14000US06075026002
2016,2016,0,Total,86900,7949,"Census Tract 260.02, San Francisco County, CA",14000US06075026002
2015,2015,0,Total,84063,10603,"Census Tract 260.02, San Francisco County, CA",14000US06075026002
2014,2014,0,Total,68583,11139,"Census Tract 260.02, San Francisco County, CA",14000US06075026002
2013,2013,0,Total,62250,12899,"Census Tract 260.02, San Francisco County, CA",14000US06075026002
2018,2018,0,Total,81071,10128,"Census Tract 260.03, San Francisco County, CA",14000US06075026003
2017,2017,0,Total,62563,13071,"Census Tract 260.03, San Francisco County, CA",14000US06075026003
2016,2016,0,Total,65282,20918,"Census Tract 260.03, San Francisco County, CA",14000US06075026003
2015,2015,0,Total,59792,7578,"Census Tract 260.03, San Francisco County, CA",14000US06075026003
2014,2014,0,Total,56016,14313,"Census Tract 260.03, San Francisco County, CA",14000US06075026003
2013,2013,0,Total,57461,14391,"Census Tract 260.03, San Francisco County, CA",14000US06075026003
2018,2018,0,Total,95655,11783,"Census Tract 260.04, San Francisco County, CA",14000US06075026004
2017,2017,0,Total,86192,12774,"Census Tract 260.04, San Francisco County, CA",14000US06075026004
2016,2016,0,Total,75962,20186,"Census Tract 260.04, San Francisco County, CA",14000US06075026004
2015,2015,0,Total,65862,7778,"Census Tract 260.04, San Francisco County, CA",14000US06075026004
2014,2014,0,Total,61032,8424,"Census Tract 260.04, San Francisco County, CA",14000US06075026004
2013,2013,0,Total,62452,9747,"Census Tract 260.04, San Francisco County, CA",14000US06075026004
2018,2018,0,Total,89917,25277,"Census Tract 261, San Francisco County, CA",14000US06075026100
2017,2017,0,Total,78640,24726,"Census Tract 261, San Francisco County, CA",14000US06075026100
2016,2016,0,Total,72350,4416,"Census Tract 261, San Francisco County, CA",14000US06075026100
2015,2015,0,Total,62652,12379,"Census Tract 261, San Francisco County, CA",14000US06075026100
2014,2014,0,Total,60469,12998,"Census Tract 261, San Francisco County, CA",14000US06075026100
2013,2013,0,Total,68139,15056,"Census Tract 261, San Francisco County, CA",14000US06075026100
2018,2018,0,Total,77928,9259,"Census Tract 262, San Francisco County, CA",14000US06075026200
2017,2017,0,Total,79861,6578,"Census Tract 262, San Francisco County, CA",14000US06075026200
2016,2016,0,Total,76137,6448,"Census Tract 262, San Francisco County, CA",14000US06075026200
2015,2015,0,Total,75060,14349,"Census Tract 262, San Francisco County, CA",14000US06075026200
2014,2014,0,Total,77194,10028,"Census Tract 262, San Francisco County, CA",14000US06075026200
2013,2013,0,Total,79707,11893,"Census Tract 262, San Francisco County, CA",14000US06075026200
2018,2018,0,Total,70345,10070,"Census Tract 263.01, San Francisco County, CA",14000US06075026301
2017,2017,0,Total,65893,11294,"Census Tract 263.01, San Francisco County, CA",14000US06075026301
2016,2016,0,Total,65625,9296,"Census Tract 263.01, San Francisco County, CA",14000US06075026301
2015,2015,0,Total,56531,10486,"Census Tract 263.01, San Francisco County, CA",14000US06075026301
2014,2014,0,Total,54430,8704,"Census Tract 263.01, San Francisco County, CA",14000US06075026301
2013,2013,0,Total,52484,7000,"Census Tract 263.01, San Francisco County, CA",14000US06075026301
2018,2018,0,Total,84457,6587,"Census Tract 263.02, San Francisco County, CA",14000US06075026302
2017,2017,0,Total,79375,9626,"Census Tract 263.02, San Francisco County, CA",14000US06075026302
2016,2016,0,Total,76386,9307,"Census Tract 263.02, San Francisco County, CA",14000US06075026302
2015,2015,0,Total,72666,10376,"Census Tract 263.02, San Francisco County, CA",14000US06075026302
2014,2014,0,Total,68281,11715,"Census Tract 263.02, San Francisco County, CA",14000US06075026302
2013,2013,0,Total,66528,15885,"Census Tract 263.02, San Francisco County, CA",14000US06075026302
2018,2018,0,Total,92992,13028,"Census Tract 263.03, San Francisco County, CA",14000US06075026303
2017,2017,0,Total,80690,28883,"Census Tract 263.03, San Francisco County, CA",14000US06075026303
2016,2016,0,Total,83047,13500,"Census Tract 263.03, San Francisco County, CA",14000US06075026303
2015,2015,0,Total,75096,22760,"Census Tract 263.03, San Francisco County, CA",14000US06075026303
2014,2014,0,Total,78264,12409,"Census Tract 263.03, San Francisco County, CA",14000US06075026303
2013,2013,0,Total,79702,7917,"Census Tract 263.03, San Francisco County, CA",14000US06075026303
2018,2018,0,Total,75156,18930,"Census Tract 264.01, San Francisco County, CA",14000US06075026401
2017,2017,0,Total,59453,11436,"Census Tract 264.01, San Francisco County, CA",14000US06075026401
2016,2016,0,Total,50694,6340,"Census Tract 264.01, San Francisco County, CA",14000US06075026401
2015,2015,0,Total,46150,5928,"Census Tract 264.01, San Francisco County, CA",14000US06075026401
2014,2014,0,Total,45451,7675,"Census Tract 264.01, San Francisco County, CA",14000US06075026401
2013,2013,0,Total,46514,4442,"Census Tract 264.01, San Francisco County, CA",14000US06075026401
2018,2018,0,Total,82010,11459,"Census Tract 264.02, San Francisco County, CA",14000US06075026402
2017,2017,0,Total,87404,16719,"Census Tract 264.02, San Francisco County, CA",14000US06075026402
2016,2016,0,Total,82969,12930,"Census Tract 264.02, San Francisco County, CA",14000US06075026402
2015,2015,0,Total,80395,18337,"Census Tract 264.02, San Francisco County, CA",14000US06075026402
2014,2014,0,Total,75603,13932,"Census Tract 264.02, San Francisco County, CA",14000US06075026402
2013,2013,0,Total,65642,18415,"Census Tract 264.02, San Francisco County, CA",14000US06075026402
2018,2018,0,Total,75455,15703,"Census Tract 264.03, San Francisco County, CA",14000US06075026403
2017,2017,0,Total,61131,18907,"Census Tract 264.03, San Francisco County, CA",14000US06075026403
2016,2016,0,Total,66875,19108,"Census Tract 264.03, San Francisco County, CA",14000US06075026403
2015,2015,0,Total,50372,13593,"Census Tract 264.03, San Francisco County, CA",14000US06075026403
2014,2014,0,Total,43839,10088,"Census Tract 264.03, San Francisco County, CA",14000US06075026403
2013,2013,0,Total,39000,10592,"Census Tract 264.03, San Francisco County, CA",14000US06075026403
2018,2018,0,Total,54805,5805,"Census Tract 264.04, San Francisco County, CA",14000US06075026404
2017,2017,0,Total,54958,6080,"Census Tract 264.04, San Francisco County, CA",14000US06075026404
2016,2016,0,Total,48000,11593,"Census Tract 264.04, San Francisco County, CA",14000US06075026404
2015,2015,0,Total,41890,8277,"Census Tract 264.04, San Francisco County, CA",14000US06075026404
2014,2014,0,Total,52614,15170,"Census Tract 264.04, San Francisco County, CA",14000US06075026404
2013,2013,0,Total,52527,24903,"Census Tract 264.04, San Francisco County, CA",14000US06075026404
2018,2018,0,Total,122264,14380,"Census Tract 301.01, San Francisco County, CA",14000US06075030101
2017,2017,0,Total,117668,28918,"Census Tract 301.01, San Francisco County, CA",14000US06075030101
2016,2016,0,Total,94857,17069,"Census Tract 301.01, San Francisco County, CA",14000US06075030101
2015,2015,0,Total,79071,14729,"Census Tract 301.01, San Francisco County, CA",14000US06075030101
2014,2014,0,Total,73389,11180,"Census Tract 301.01, San Francisco County, CA",14000US06075030101
2013,2013,0,Total,74418,10925,"Census Tract 301.01, San Francisco County, CA",14000US06075030101
2018,2018,0,Total,147549,24925,"Census Tract 301.02, San Francisco County, CA",14000US06075030102
2017,2017,0,Total,123333,17347,"Census Tract 301.02, San Francisco County, CA",14000US06075030102
2016,2016,0,Total,111651,20135,"Census Tract 301.02, San Francisco County, CA",14000US06075030102
2015,2015,0,Total,110433,17757,"Census Tract 301.02, San Francisco County, CA",14000US06075030102
2014,2014,0,Total,115507,17496,"Census Tract 301.02, San Francisco County, CA",14000US06075030102
2013,2013,0,Total,103404,9215,"Census Tract 301.02, San Francisco County, CA",14000US06075030102
2018,2018,0,Total,111000,13198,"Census Tract 302.01, San Francisco County, CA",14000US06075030201
2017,2017,0,Total,97039,11031,"Census Tract 302.01, San Francisco County, CA",14000US06075030201
2016,2016,0,Total,91387,4864,"Census Tract 302.01, San Francisco County, CA",14000US06075030201
2015,2015,0,Total,89821,9135,"Census Tract 302.01, San Francisco County, CA",14000US06075030201
2014,2014,0,Total,86875,8521,"Census Tract 302.01, San Francisco County, CA",14000US06075030201
2013,2013,0,Total,83333,9011,"Census Tract 302.01, San Francisco County, CA",14000US06075030201
2018,2018,0,Total,123139,26771,"Census Tract 302.02, San Francisco County, CA",14000US06075030202
2017,2017,0,Total,114535,14010,"Census Tract 302.02, San Francisco County, CA",14000US06075030202
2016,2016,0,Total,105457,15894,"Census Tract 302.02, San Francisco County, CA",14000US06075030202
2015,2015,0,Total,96547,7692,"Census Tract 302.02, San Francisco County, CA",14000US06075030202
2014,2014,0,Total,92305,11424,"Census Tract 302.02, San Francisco County, CA",14000US06075030202
2013,2013,0,Total,84531,16838,"Census Tract 302.02, San Francisco County, CA",14000US06075030202
2018,2018,0,Total,141125,20161,"Census Tract 303.01, San Francisco County, CA",14000US06075030301
2017,2017,0,Total,140179,18447,"Census Tract 303.01, San Francisco County, CA",14000US06075030301
2016,2016,0,Total,130234,27204,"Census Tract 303.01, San Francisco County, CA",14000US06075030301
2015,2015,0,Total,109670,20662,"Census Tract 303.01, San Francisco County, CA",14000US06075030301
2014,2014,0,Total,101417,24676,"Census Tract 303.01, San Francisco County, CA",14000US06075030301
2013,2013,0,Total,91922,12202,"Census Tract 303.01, San Francisco County, CA",14000US06075030301
2018,2018,0,Total,138125,17876,"Census Tract 303.02, San Francisco County, CA",14000US06075030302
2017,2017,0,Total,135143,14988,"Census Tract 303.02, San Francisco County, CA",14000US06075030302
2016,2016,0,Total,133984,15084,"Census Tract 303.02, San Francisco County, CA",14000US06075030302
2015,2015,0,Total,132417,14783,"Census Tract 303.02, San Francisco County, CA",14000US06075030302
2014,2014,0,Total,125347,13686,"Census Tract 303.02, San Francisco County, CA",14000US06075030302
2013,2013,0,Total,128858,11296,"Census Tract 303.02, San Francisco County, CA",14000US06075030302
2018,2018,0,Total,160733,19771,"Census Tract 304, San Francisco County, CA",14000US06075030400
2017,2017,0,Total,156786,17768,"Census Tract 304, San Francisco County, CA",14000US06075030400
2016,2016,0,Total,154769,12839,"Census Tract 304, San Francisco County, CA",14000US06075030400
2015,2015,0,Total,150221,27033,"Census Tract 304, San Francisco County, CA",14000US06075030400
2014,2014,0,Total,147976,25021,"Census Tract 304, San Francisco County, CA",14000US06075030400
2013,2013,0,Total,141553,24931,"Census Tract 304, San Francisco County, CA",14000US06075030400
2018,2018,0,Total,143558,38473,"Census Tract 305, San Francisco County, CA",14000US06075030500
2017,2017,0,Total,122813,22594,"Census Tract 305, San Francisco County, CA",14000US06075030500
2016,2016,0,Total,109352,26342,"Census Tract 305, San Francisco County, CA",14000US06075030500
2015,2015,0,Total,107824,18837,"Census Tract 305, San Francisco County, CA",14000US06075030500
2014,2014,0,Total,110714,13579,"Census Tract 305, San Francisco County, CA",14000US06075030500
2013,2013,0,Total,107466,16159,"Census Tract 305, San Francisco County, CA",14000US06075030500
2018,2018,0,Total,172500,26490,"Census Tract 306, San Francisco County, CA",14000US06075030600
2017,2017,0,Total,155000,24152,"Census Tract 306, San Francisco County, CA",14000US06075030600
2016,2016,0,Total,158421,19790,"Census Tract 306, San Francisco County, CA",14000US06075030600
2015,2015,0,Total,145625,24049,"Census Tract 306, San Francisco County, CA",14000US06075030600
2014,2014,0,Total,145000,19179,"Census Tract 306, San Francisco County, CA",14000US06075030600
2013,2013,0,Total,129531,34437,"Census Tract 306, San Francisco County, CA",14000US06075030600
2018,2018,0,Total,146618,15629,"Census Tract 307, San Francisco County, CA",14000US06075030700
2017,2017,0,Total,139531,14735,"Census Tract 307, San Francisco County, CA",14000US06075030700
2016,2016,0,Total,126875,17908,"Census Tract 307, San Francisco County, CA",14000US06075030700
2015,2015,0,Total,120308,21383,"Census Tract 307, San Francisco County, CA",14000US06075030700
2014,2014,0,Total,122121,17933,"Census Tract 307, San Francisco County, CA",14000US06075030700
2013,2013,0,Total,132396,21161,"Census Tract 307, San Francisco County, CA",14000US06075030700
2018,2018,0,Total,152351,27217,"Census Tract 308, San Francisco County, CA",14000US06075030800
2017,2017,0,Total,151250,32349,"Census Tract 308, San Francisco County, CA",14000US06075030800
2016,2016,0,Total,134481,21324,"Census Tract 308, San Francisco County, CA",14000US06075030800
2015,2015,0,Total,131699,22424,"Census Tract 308, San Francisco County, CA",14000US06075030800
2014,2014,0,Total,131377,25964,"Census Tract 308, San Francisco County, CA",14000US06075030800
2013,2013,0,Total,132037,41253,"Census Tract 308, San Francisco County, CA",14000US06075030800
2018,2018,0,Total,171595,33046,"Census Tract 309, San Francisco County, CA",14000US06075030900
2017,2017,0,Total,174946,60923,"Census Tract 309, San Francisco County, CA",14000US06075030900
2016,2016,0,Total,157820,15542,"Census Tract 309, San Francisco County, CA",14000US06075030900
2015,2015,0,Total,145363,19757,"Census Tract 309, San Francisco County, CA",14000US06075030900
2014,2014,0,Total,145476,17283,"Census Tract 309, San Francisco County, CA",14000US06075030900
2013,2013,0,Total,147669,12492,"Census Tract 309, San Francisco County, CA",14000US06075030900
2018,2018,0,Total,153456,32161,"Census Tract 310, San Francisco County, CA",14000US06075031000
2017,2017,0,Total,131544,19964,"Census Tract 310, San Francisco County, CA",14000US06075031000
2016,2016,0,Total,128517,14010,"Census Tract 310, San Francisco County, CA",14000US06075031000
2015,2015,0,Total,122391,9065,"Census Tract 310, San Francisco County, CA",14000US06075031000
2014,2014,0,Total,110313,14602,"Census Tract 310, San Francisco County, CA",14000US06075031000
2013,2013,0,Total,104744,14157,"Census Tract 310, San Francisco County, CA",14000US06075031000
2018,2018,0,Total,127011,14817,"Census Tract 311, San Francisco County, CA",14000US06075031100
2017,2017,0,Total,112750,16320,"Census Tract 311, San Francisco County, CA",14000US06075031100
2016,2016,0,Total,110417,16606,"Census Tract 311, San Francisco County, CA",14000US06075031100
2015,2015,0,Total,103838,13971,"Census Tract 311, San Francisco County, CA",14000US06075031100
2014,2014,0,Total,104732,17314,"Census Tract 311, San Francisco County, CA",14000US06075031100
2013,2013,0,Total,108049,11991,"Census Tract 311, San Francisco County, CA",14000US06075031100
2018,2018,0,Total,83381,7767,"Census Tract 312.01, San Francisco County, CA",14000US06075031201
2017,2017,0,Total,81443,7070,"Census Tract 312.01, San Francisco County, CA",14000US06075031201
2016,2016,0,Total,80462,10995,"Census Tract 312.01, San Francisco County, CA",14000US06075031201
2015,2015,0,Total,74010,9803,"Census Tract 312.01, San Francisco County, CA",14000US06075031201
2014,2014,0,Total,73779,9356,"Census Tract 312.01, San Francisco County, CA",14000US06075031201
2013,2013,0,Total,71431,6860,"Census Tract 312.01, San Francisco County, CA",14000US06075031201
2018,2018,0,Total,79712,20103,"Census Tract 312.02, San Francisco County, CA",14000US06075031202
2017,2017,0,Total,77267,8143,"Census Tract 312.02, San Francisco County, CA",14000US06075031202
2016,2016,0,Total,73839,4388,"Census Tract 312.02, San Francisco County, CA",14000US06075031202
2015,2015,0,Total,74576,12350,"Census Tract 312.02, San Francisco County, CA",14000US06075031202
2014,2014,0,Total,71628,5797,"Census Tract 312.02, San Francisco County, CA",14000US06075031202
2013,2013,0,Total,72378,10090,"Census Tract 312.02, San Francisco County, CA",14000US06075031202
2018,2018,0,Total,101116,8476,"Census Tract 313.01, San Francisco County, CA",14000US06075031301
2017,2017,0,Total,97866,13235,"Census Tract 313.01, San Francisco County, CA",14000US06075031301
2016,2016,0,Total,93750,13125,"Census Tract 313.01, San Francisco County, CA",14000US06075031301
2015,2015,0,Total,95449,9508,"Census Tract 313.01, San Francisco County, CA",14000US06075031301
2014,2014,0,Total,95352,20580,"Census Tract 313.01, San Francisco County, CA",14000US06075031301
2013,2013,0,Total,72348,14148,"Census Tract 313.01, San Francisco County, CA",14000US06075031301
2018,2018,0,Total,77260,17314,"Census Tract 313.02, San Francisco County, CA",14000US06075031302
2017,2017,0,Total,78548,14114,"Census Tract 313.02, San Francisco County, CA",14000US06075031302
2016,2016,0,Total,67438,7732,"Census Tract 313.02, San Francisco County, CA",14000US06075031302
2015,2015,0,Total,66658,10544,"Census Tract 313.02, San Francisco County, CA",14000US06075031302
2014,2014,0,Total,65804,12574,"Census Tract 313.02, San Francisco County, CA",14000US06075031302
2013,2013,0,Total,71071,14185,"Census Tract 313.02, San Francisco County, CA",14000US06075031302
2018,2018,0,Total,73750,11584,"Census Tract 314, San Francisco County, CA",14000US06075031400
2017,2017,0,Total,64282,7074,"Census Tract 314, San Francisco County, CA",14000US06075031400
2016,2016,0,Total,59487,6162,"Census Tract 314, San Francisco County, CA",14000US06075031400
2015,2015,0,Total,59816,6275,"Census Tract 314, San Francisco County, CA",14000US06075031400
2014,2014,0,Total,58644,6338,"Census Tract 314, San Francisco County, CA",14000US06075031400
2013,2013,0,Total,54809,6145,"Census Tract 314, San Francisco County, CA",14000US06075031400
2018,2018,0,Total,116128,21099,"Census Tract 326.01, San Francisco County, CA",14000US06075032601
2017,2017,0,Total,100240,6704,"Census Tract 326.01, San Francisco County, CA",14000US06075032601
2016,2016,0,Total,95854,7256,"Census Tract 326.01, San Francisco County, CA",14000US06075032601
2015,2015,0,Total,92846,7218,"Census Tract 326.01, San Francisco County, CA",14000US06075032601
2014,2014,0,Total,90187,6616,"Census Tract 326.01, San Francisco County, CA",14000US06075032601
2013,2013,0,Total,74625,22511,"Census Tract 326.01, San Francisco County, CA",14000US06075032601
2018,2018,0,Total,96932,15290,"Census Tract 326.02, San Francisco County, CA",14000US06075032602
2017,2017,0,Total,91433,19876,"Census Tract 326.02, San Francisco County, CA",14000US06075032602
2016,2016,0,Total,80357,23144,"Census Tract 326.02, San Francisco County, CA",14000US06075032602
2015,2015,0,Total,70560,11150,"Census Tract 326.02, San Francisco County, CA",14000US06075032602
2014,2014,0,Total,68607,9196,"Census Tract 326.02, San Francisco County, CA",14000US06075032602
2013,2013,0,Total,57394,12486,"Census Tract 326.02, San Francisco County, CA",14000US06075032602
2018,2018,0,Total,115457,18530,"Census Tract 327, San Francisco County, CA",14000US06075032700
2017,2017,0,Total,111114,12343,"Census Tract 327, San Francisco County, CA",14000US06075032700
2016,2016,0,Total,103648,19105,"Census Tract 327, San Francisco County, CA",14000US06075032700
2015,2015,0,Total,99712,16232,"Census Tract 327, San Francisco County, CA",14000US06075032700
2014,2014,0,Total,88297,10991,"Census Tract 327, San Francisco County, CA",14000US06075032700
2013,2013,0,Total,82102,15525,"Census Tract 327, San Francisco County, CA",14000US06075032700
2018,2018,0,Total,114290,18210,"Census Tract 328.01, San Francisco County, CA",14000US06075032801
2017,2017,0,Total,110255,15503,"Census Tract 328.01, San Francisco County, CA",14000US06075032801
2016,2016,0,Total,79764,16111,"Census Tract 328.01, San Francisco County, CA",14000US06075032801
2015,2015,0,Total,83669,14447,"Census Tract 328.01, San Francisco County, CA",14000US06075032801
2014,2014,0,Total,80766,14947,"Census Tract 328.01, San Francisco County, CA",14000US06075032801
2013,2013,0,Total,71000,15753,"Census Tract 328.01, San Francisco County, CA",14000US06075032801
