ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography
2014,2014,0,Total,38231,14523,"Census Tract 159, San Francisco County, CA",14000US06075015900
2013,2013,0,Total,32457,14141,"Census Tract 159, San Francisco County, CA",14000US06075015900
2018,2018,0,Total,71823,13497,"Census Tract 160, San Francisco County, CA",14000US06075016000
2017,2017,0,Total,63808,13284,"Census Tract 160, San Francisco County, CA",14000US06075016000
2016,2016,0,Total,62719,12362,"Census Tract 160, San Francisco County, CA",14000US06075016000
2015,2015,0,Total,56458,13197,"Census Tract 160, San Francisco County, CA",14000US06075016000
2014,2014,0,Total,59107,14570,"Census Tract 160, San Francisco County, CA",14000US06075016000
2013,2013,0,Total,57434,12248,"Census Tract 160, San Francisco County, CA",14000US06075016000
2018,2018,0,Total,22500,5516,"Census Tract 161, San Francisco County, CA",14000US06075016100
2017,2017,0,Total,24041,2688,"Census Tract 161, San Francisco County, CA",14000US06075016100
2016,2016,0,Total,23840,3820,"Census Tract 161, San Francisco County, CA",14000US06075016100
2015,2015,0,Total,22793,6165,"Census Tract 161, San Francisco County, CA",14000US06075016100
2014,2014,0,Total,19571,2190,"Census Tract 161, San Francisco County, CA",14000US06075016100
2013,2013,0,Total,19790,3375,"Census Tract 161, San Francisco County, CA",14000US06075016100
2018,2018,0,Total,106313,30000,"Census Tract 162, San Francisco County, CA",14000US06075016200
2017,2017,0,Total,88611,21037,"Census Tract 162, San Francisco County, CA",14000US06075016200
2016,2016,0,Total,80651,12511,"Census Tract 162, San Francisco County, CA",14000US06075016200
2015,2015,0,Total,69875,11680,"Census Tract 162, San Francisco County, CA",14000US06075016200
2014,2014,0,Total,59659,14679,"Census Tract 162, San Francisco County, CA",14000US06075016200
2013,2013,0,Total,46205,12152,"Census Tract 162, San Francisco County, CA",14000US06075016200
2018,2018,0,Total,148365,39170,"Census Tract 163, San Francisco County, CA",14000US06075016300
2017,2017,0,Total,132742,25601,"Census Tract 163, San Francisco County, CA",14000US06075016300
2016,2016,0,Total,116928,19814,"Census Tract 163, San Francisco County, CA",14000US06075016300
2015,2015,0,Total,86940,23442,"Census Tract 163, San Francisco County, CA",14000US06075016300
2014,2014,0,Total,82019,19402,"Census Tract 163, San Francisco County, CA",14000US06075016300
2013,2013,0,Total,69856,35001,"Census Tract 163, San Francisco County, CA",14000US06075016300
2018,2018,0,Total,139262,20124,"Census Tract 164, San Francisco County, CA",14000US06075016400
2017,2017,0,Total,119321,14550,"Census Tract 164, San Francisco County, CA",14000US06075016400
2016,2016,0,Total,107254,12967,"Census Tract 164, San Francisco County, CA",14000US06075016400
2015,2015,0,Total,86536,12975,"Census Tract 164, San Francisco County, CA",14000US06075016400
2014,2014,0,Total,84353,14381,"Census Tract 164, San Francisco County, CA",14000US06075016400
2013,2013,0,Total,76798,6165,"Census Tract 164, San Francisco County, CA",14000US06075016400
2018,2018,0,Total,132750,34187,"Census Tract 165, San Francisco County, CA",14000US06075016500
2017,2017,0,Total,117156,12445,"Census Tract 165, San Francisco County, CA",14000US06075016500
2016,2016,0,Total,104097,14239,"Census Tract 165, San Francisco County, CA",14000US06075016500
2015,2015,0,Total,82232,17501,"Census Tract 165, San Francisco County, CA",14000US06075016500
2014,2014,0,Total,84500,15977,"Census Tract 165, San Francisco County, CA",14000US06075016500
2013,2013,0,Total,81354,18278,"Census Tract 165, San Francisco County, CA",14000US06075016500
2018,2018,0,Total,143594,20319,"Census Tract 166, San Francisco County, CA",14000US06075016600
2017,2017,0,Total,134395,16945,"Census Tract 166, San Francisco County, CA",14000US06075016600
2016,2016,0,Total,118167,17423,"Census Tract 166, San Francisco County, CA",14000US06075016600
2015,2015,0,Total,103750,16767,"Census Tract 166, San Francisco County, CA",14000US06075016600
2014,2014,0,Total,94722,19144,"Census Tract 166, San Francisco County, CA",14000US06075016600
2013,2013,0,Total,81078,11378,"Census Tract 166, San Francisco County, CA",14000US06075016600
2018,2018,0,Total,174081,20028,"Census Tract 167, San Francisco County, CA",14000US06075016700
2017,2017,0,Total,159634,11846,"Census Tract 167, San Francisco County, CA",14000US06075016700
2016,2016,0,Total,147237,25966,"Census Tract 167, San Francisco County, CA",14000US06075016700
2015,2015,0,Total,130865,20988,"Census Tract 167, San Francisco County, CA",14000US06075016700
2014,2014,0,Total,120741,9035,"Census Tract 167, San Francisco County, CA",14000US06075016700
2013,2013,0,Total,117761,10140,"Census Tract 167, San Francisco County, CA",14000US06075016700
2018,2018,0,Total,111250,11561,"Census Tract 168.01, San Francisco County, CA",14000US06075016801
2017,2017,0,Total,103730,9870,"Census Tract 168.01, San Francisco County, CA",14000US06075016801
2016,2016,0,Total,88929,26012,"Census Tract 168.01, San Francisco County, CA",14000US06075016801
2015,2015,0,Total,94659,26293,"Census Tract 168.01, San Francisco County, CA",14000US06075016801
2014,2014,0,Total,80179,22228,"Census Tract 168.01, San Francisco County, CA",14000US06075016801
2013,2013,0,Total,84082,18291,"Census Tract 168.01, San Francisco County, CA",14000US06075016801
2018,2018,0,Total,96071,28482,"Census Tract 168.02, San Francisco County, CA",14000US06075016802
2017,2017,0,Total,83672,14763,"Census Tract 168.02, San Francisco County, CA",14000US06075016802
2016,2016,0,Total,79167,12755,"Census Tract 168.02, San Francisco County, CA",14000US06075016802
2015,2015,0,Total,76563,14035,"Census Tract 168.02, San Francisco County, CA",14000US06075016802
2014,2014,0,Total,75333,15495,"Census Tract 168.02, San Francisco County, CA",14000US06075016802
2013,2013,0,Total,62204,12477,"Census Tract 168.02, San Francisco County, CA",14000US06075016802
2018,2018,0,Total,115946,15213,"Census Tract 169, San Francisco County, CA",14000US06075016900
2017,2017,0,Total,104570,14902,"Census Tract 169, San Francisco County, CA",14000US06075016900
2016,2016,0,Total,102218,15265,"Census Tract 169, San Francisco County, CA",14000US06075016900
2015,2015,0,Total,101371,13991,"Census Tract 169, San Francisco County, CA",14000US06075016900
2014,2014,0,Total,99760,12927,"Census Tract 169, San Francisco County, CA",14000US06075016900
2013,2013,0,Total,103529,15774,"Census Tract 169, San Francisco County, CA",14000US06075016900
2018,2018,0,Total,185435,29821,"Census Tract 170, San Francisco County, CA",14000US06075017000
2017,2017,0,Total,161563,20131,"Census Tract 170, San Francisco County, CA",14000US06075017000
2016,2016,0,Total,140152,18669,"Census Tract 170, San Francisco County, CA",14000US06075017000
2015,2015,0,Total,128921,11191,"Census Tract 170, San Francisco County, CA",14000US06075017000
2014,2014,0,Total,125188,20579,"Census Tract 170, San Francisco County, CA",14000US06075017000
2013,2013,0,Total,113152,15463,"Census Tract 170, San Francisco County, CA",14000US06075017000
2018,2018,0,Total,173214,25277,"Census Tract 171.01, San Francisco County, CA",14000US06075017101
2017,2017,0,Total,155278,36429,"Census Tract 171.01, San Francisco County, CA",14000US06075017101
2016,2016,0,Total,127065,18058,"Census Tract 171.01, San Francisco County, CA",14000US06075017101
2015,2015,0,Total,126591,17796,"Census Tract 171.01, San Francisco County, CA",14000US06075017101
2014,2014,0,Total,123565,13733,"Census Tract 171.01, San Francisco County, CA",14000US06075017101
2013,2013,0,Total,119186,9571,"Census Tract 171.01, San Francisco County, CA",14000US06075017101
2018,2018,0,Total,159167,27409,"Census Tract 171.02, San Francisco County, CA",14000US06075017102
2017,2017,0,Total,129792,24577,"Census Tract 171.02, San Francisco County, CA",14000US06075017102
2016,2016,0,Total,133079,15692,"Census Tract 171.02, San Francisco County, CA",14000US06075017102
2015,2015,0,Total,121500,20973,"Census Tract 171.02, San Francisco County, CA",14000US06075017102
2014,2014,0,Total,113672,13213,"Census Tract 171.02, San Francisco County, CA",14000US06075017102
2013,2013,0,Total,111734,14152,"Census Tract 171.02, San Francisco County, CA",14000US06075017102
2018,2018,0,Total,46563,15885,"Census Tract 176.01, San Francisco County, CA",14000US06075017601
2017,2017,0,Total,40878,19463,"Census Tract 176.01, San Francisco County, CA",14000US06075017601
2016,2016,0,Total,21154,6458,"Census Tract 176.01, San Francisco County, CA",14000US06075017601
2015,2015,0,Total,23757,5311,"Census Tract 176.01, San Francisco County, CA",14000US06075017601
2014,2014,0,Total,22279,5240,"Census Tract 176.01, San Francisco County, CA",14000US06075017601
2013,2013,0,Total,24164,7751,"Census Tract 176.01, San Francisco County, CA",14000US06075017601
2018,2018,0,Total,114722,14985,"Census Tract 177, San Francisco County, CA",14000US06075017700
2017,2017,0,Total,104375,15474,"Census Tract 177, San Francisco County, CA",14000US06075017700
2016,2016,0,Total,93056,17615,"Census Tract 177, San Francisco County, CA",14000US06075017700
2015,2015,0,Total,78712,10183,"Census Tract 177, San Francisco County, CA",14000US06075017700
2014,2014,0,Total,79358,17024,"Census Tract 177, San Francisco County, CA",14000US06075017700
2013,2013,0,Total,89500,24888,"Census Tract 177, San Francisco County, CA",14000US06075017700
2018,2018,0,Total,22450,9996,"Census Tract 178.01, San Francisco County, CA",14000US06075017801
2017,2017,0,Total,18930,4289,"Census Tract 178.01, San Francisco County, CA",14000US06075017801
2016,2016,0,Total,17113,4209,"Census Tract 178.01, San Francisco County, CA",14000US06075017801
2015,2015,0,Total,16837,4682,"Census Tract 178.01, San Francisco County, CA",14000US06075017801
2014,2014,0,Total,16677,4147,"Census Tract 178.01, San Francisco County, CA",14000US06075017801
2013,2013,0,Total,14688,5400,"Census Tract 178.01, San Francisco County, CA",14000US06075017801
2018,2018,0,Total,74005,22316,"Census Tract 178.02, San Francisco County, CA",14000US06075017802
2017,2017,0,Total,73966,25514,"Census Tract 178.02, San Francisco County, CA",14000US06075017802
2016,2016,0,Total,69833,18684,"Census Tract 178.02, San Francisco County, CA",14000US06075017802
2015,2015,0,Total,70057,15781,"Census Tract 178.02, San Francisco County, CA",14000US06075017802
2014,2014,0,Total,66475,18450,"Census Tract 178.02, San Francisco County, CA",14000US06075017802
2013,2013,0,Total,76685,52753,"Census Tract 178.02, San Francisco County, CA",14000US06075017802
2018,2018,0,Total,59063,18797,"Census Tract 179.02, San Francisco County, CA",14000US06075017902
2017,2017,0,Total,52143,9295,"Census Tract 179.02, San Francisco County, CA",14000US06075017902
2016,2016,0,Total,49271,9399,"Census Tract 179.02, San Francisco County, CA",14000US06075017902
2015,2015,0,Total,40769,10843,"Census Tract 179.02, San Francisco County, CA",14000US06075017902
2014,2014,0,Total,38077,6006,"Census Tract 179.02, San Francisco County, CA",14000US06075017902
2013,2013,0,Total,37500,11355,"Census Tract 179.02, San Francisco County, CA",14000US06075017902
2018,2018,0,Total,148698,23261,"Census Tract 180, San Francisco County, CA",14000US06075018000
2017,2017,0,Total,156932,23851,"Census Tract 180, San Francisco County, CA",14000US06075018000
2016,2016,0,Total,156897,22592,"Census Tract 180, San Francisco County, CA",14000US06075018000
2015,2015,0,Total,146667,29009,"Census Tract 180, San Francisco County, CA",14000US06075018000
2014,2014,0,Total,125156,23312,"Census Tract 180, San Francisco County, CA",14000US06075018000
2013,2013,0,Total,122500,21044,"Census Tract 180, San Francisco County, CA",14000US06075018000
2018,2018,0,Total,46750,11903,"Census Tract 201, San Francisco County, CA",14000US06075020100
2017,2017,0,Total,46604,7914,"Census Tract 201, San Francisco County, CA",14000US06075020100
2016,2016,0,Total,43933,8154,"Census Tract 201, San Francisco County, CA",14000US06075020100
2015,2015,0,Total,36951,9994,"Census Tract 201, San Francisco County, CA",14000US06075020100
2014,2014,0,Total,38977,9563,"Census Tract 201, San Francisco County, CA",14000US06075020100
2013,2013,0,Total,34323,10827,"Census Tract 201, San Francisco County, CA",14000US06075020100
2018,2018,0,Total,100099,21869,"Census Tract 202, San Francisco County, CA",14000US06075020200
2017,2017,0,Total,77368,37353,"Census Tract 202, San Francisco County, CA",14000US06075020200
2016,2016,0,Total,58838,22127,"Census Tract 202, San Francisco County, CA",14000US06075020200
2015,2015,0,Total,66750,18660,"Census Tract 202, San Francisco County, CA",14000US06075020200
2014,2014,0,Total,65326,13284,"Census Tract 202, San Francisco County, CA",14000US06075020200
2013,2013,0,Total,62648,13539,"Census Tract 202, San Francisco County, CA",14000US06075020200
2018,2018,0,Total,140000,15121,"Census Tract 203, San Francisco County, CA",14000US06075020300
2017,2017,0,Total,123099,19447,"Census Tract 203, San Francisco County, CA",14000US06075020300
2016,2016,0,Total,108750,15926,"Census Tract 203, San Francisco County, CA",14000US06075020300
2015,2015,0,Total,102069,14426,"Census Tract 203, San Francisco County, CA",14000US06075020300
2014,2014,0,Total,102500,15504,"Census Tract 203, San Francisco County, CA",14000US06075020300
2013,2013,0,Total,108051,13279,"Census Tract 203, San Francisco County, CA",14000US06075020300
2018,2018,0,Total,159412,29467,"Census Tract 204.01, San Francisco County, CA",14000US06075020401
2017,2017,0,Total,156161,25194,"Census Tract 204.01, San Francisco County, CA",14000US06075020401
2016,2016,0,Total,149886,13635,"Census Tract 204.01, San Francisco County, CA",14000US06075020401
2015,2015,0,Total,139460,17425,"Census Tract 204.01, San Francisco County, CA",14000US06075020401
2014,2014,0,Total,138021,20387,"Census Tract 204.01, San Francisco County, CA",14000US06075020401
2013,2013,0,Total,126579,24569,"Census Tract 204.01, San Francisco County, CA",14000US06075020401
2018,2018,0,Total,112818,14790,"Census Tract 204.02, San Francisco County, CA",14000US06075020402
2017,2017,0,Total,105161,15336,"Census Tract 204.02, San Francisco County, CA",14000US06075020402
2016,2016,0,Total,93479,15889,"Census Tract 204.02, San Francisco County, CA",14000US06075020402
2015,2015,0,Total,86952,8501,"Census Tract 204.02, San Francisco County, CA",14000US06075020402
2014,2014,0,Total,90262,9680,"Census Tract 204.02, San Francisco County, CA",14000US06075020402
2013,2013,0,Total,88639,6322,"Census Tract 204.02, San Francisco County, CA",14000US06075020402
2018,2018,0,Total,145263,20857,"Census Tract 205, San Francisco County, CA",14000US06075020500
2017,2017,0,Total,130000,27110,"Census Tract 205, San Francisco County, CA",14000US06075020500
2016,2016,0,Total,126971,30718,"Census Tract 205, San Francisco County, CA",14000US06075020500
2015,2015,0,Total,116000,19415,"Census Tract 205, San Francisco County, CA",14000US06075020500
2014,2014,0,Total,108086,24300,"Census Tract 205, San Francisco County, CA",14000US06075020500
2013,2013,0,Total,115417,14893,"Census Tract 205, San Francisco County, CA",14000US06075020500
2018,2018,0,Total,147213,19813,"Census Tract 206, San Francisco County, CA",14000US06075020600
2017,2017,0,Total,141875,15171,"Census Tract 206, San Francisco County, CA",14000US06075020600
2016,2016,0,Total,136761,22490,"Census Tract 206, San Francisco County, CA",14000US06075020600
2015,2015,0,Total,133750,20476,"Census Tract 206, San Francisco County, CA",14000US06075020600
2014,2014,0,Total,134596,14343,"Census Tract 206, San Francisco County, CA",14000US06075020600
2013,2013,0,Total,117578,17579,"Census Tract 206, San Francisco County, CA",14000US06075020600
2018,2018,0,Total,167422,23274,"Census Tract 207, San Francisco County, CA",14000US06075020700
2017,2017,0,Total,153912,19961,"Census Tract 207, San Francisco County, CA",14000US06075020700
2016,2016,0,Total,150670,20044,"Census Tract 207, San Francisco County, CA",14000US06075020700
2015,2015,0,Total,127798,11792,"Census Tract 207, San Francisco County, CA",14000US06075020700
2014,2014,0,Total,118798,11241,"Census Tract 207, San Francisco County, CA",14000US06075020700
2013,2013,0,Total,115750,15647,"Census Tract 207, San Francisco County, CA",14000US06075020700
2018,2018,0,Total,103134,10441,"Census Tract 208, San Francisco County, CA",14000US06075020800
2017,2017,0,Total,84833,24250,"Census Tract 208, San Francisco County, CA",14000US06075020800
2016,2016,0,Total,72632,16058,"Census Tract 208, San Francisco County, CA",14000US06075020800
2015,2015,0,Total,67295,25019,"Census Tract 208, San Francisco County, CA",14000US06075020800
2014,2014,0,Total,62692,28376,"Census Tract 208, San Francisco County, CA",14000US06075020800
2013,2013,0,Total,68387,18468,"Census Tract 208, San Francisco County, CA",14000US06075020800
2018,2018,0,Total,106875,21569,"Census Tract 209, San Francisco County, CA",14000US06075020900
2017,2017,0,Total,83523,23159,"Census Tract 209, San Francisco County, CA",14000US06075020900
2016,2016,0,Total,59896,15105,"Census Tract 209, San Francisco County, CA",14000US06075020900
2015,2015,0,Total,50078,7814,"Census Tract 209, San Francisco County, CA",14000US06075020900
2014,2014,0,Total,50588,8645,"Census Tract 209, San Francisco County, CA",14000US06075020900
2013,2013,0,Total,51510,7113,"Census Tract 209, San Francisco County, CA",14000US06075020900
2018,2018,0,Total,138523,40314,"Census Tract 210, San Francisco County, CA",14000US06075021000
2017,2017,0,Total,113250,22270,"Census Tract 210, San Francisco County, CA",14000US06075021000
2016,2016,0,Total,98260,8478,"Census Tract 210, San Francisco County, CA",14000US06075021000
2015,2015,0,Total,96330,19169,"Census Tract 210, San Francisco County, CA",14000US06075021000
2014,2014,0,Total,100988,13849,"Census Tract 210, San Francisco County, CA",14000US06075021000
2013,2013,0,Total,106801,18975,"Census Tract 210, San Francisco County, CA",14000US06075021000
2018,2018,0,Total,180656,24583,"Census Tract 211, San Francisco County, CA",14000US06075021100
2017,2017,0,Total,153750,24033,"Census Tract 211, San Francisco County, CA",14000US06075021100
2016,2016,0,Total,136780,24100,"Census Tract 211, San Francisco County, CA",14000US06075021100
2015,2015,0,Total,118221,24252,"Census Tract 211, San Francisco County, CA",14000US06075021100
2014,2014,0,Total,117232,22854,"Census Tract 211, San Francisco County, CA",14000US06075021100
2013,2013,0,Total,105880,11316,"Census Tract 211, San Francisco County, CA",14000US06075021100
2018,2018,0,Total,176845,33438,"Census Tract 212, San Francisco County, CA",14000US06075021200
2017,2017,0,Total,154632,24593,"Census Tract 212, San Francisco County, CA",14000US06075021200
2016,2016,0,Total,144886,28964,"Census Tract 212, San Francisco County, CA",14000US06075021200
2015,2015,0,Total,130266,8828,"Census Tract 212, San Francisco County, CA",14000US06075021200
2014,2014,0,Total,129063,9300,"Census Tract 212, San Francisco County, CA",14000US06075021200
2013,2013,0,Total,127808,15457,"Census Tract 212, San Francisco County, CA",14000US06075021200
2018,2018,0,Total,158276,24324,"Census Tract 213, San Francisco County, CA",14000US06075021300
2017,2017,0,Total,156912,38325,"Census Tract 213, San Francisco County, CA",14000US06075021300
2016,2016,0,Total,167708,43424,"Census Tract 213, San Francisco County, CA",14000US06075021300
2015,2015,0,Total,171184,36770,"Census Tract 213, San Francisco County, CA",14000US06075021300
2014,2014,0,Total,145000,42653,"Census Tract 213, San Francisco County, CA",14000US06075021300
2013,2013,0,Total,130357,22502,"Census Tract 213, San Francisco County, CA",14000US06075021300
2018,2018,0,Total,165132,32643,"Census Tract 214, San Francisco County, CA",14000US06075021400
2017,2017,0,Total,148594,25962,"Census Tract 214, San Francisco County, CA",14000US06075021400
2016,2016,0,Total,143846,27019,"Census Tract 214, San Francisco County, CA",14000US06075021400
2015,2015,0,Total,142386,18515,"Census Tract 214, San Francisco County, CA",14000US06075021400
2014,2014,0,Total,127404,15362,"Census Tract 214, San Francisco County, CA",14000US06075021400
2013,2013,0,Total,125800,17522,"Census Tract 214, San Francisco County, CA",14000US06075021400
2018,2018,0,Total,146638,61224,"Census Tract 215, San Francisco County, CA",14000US06075021500
2017,2017,0,Total,122857,23481,"Census Tract 215, San Francisco County, CA",14000US06075021500
2016,2016,0,Total,113819,9965,"Census Tract 215, San Francisco County, CA",14000US06075021500
2015,2015,0,Total,110500,9306,"Census Tract 215, San Francisco County, CA",14000US06075021500
2014,2014,0,Total,106970,14995,"Census Tract 215, San Francisco County, CA",14000US06075021500
2013,2013,0,Total,109627,13251,"Census Tract 215, San Francisco County, CA",14000US06075021500
2018,2018,0,Total,143929,21217,"Census Tract 216, San Francisco County, CA",14000US06075021600
2017,2017,0,Total,138117,20830,"Census Tract 216, San Francisco County, CA",14000US06075021600
2016,2016,0,Total,135395,21700,"Census Tract 216, San Francisco County, CA",14000US06075021600
2015,2015,0,Total,115500,28572,"Census Tract 216, San Francisco County, CA",14000US06075021600
2014,2014,0,Total,118039,26721,"Census Tract 216, San Francisco County, CA",14000US06075021600
2013,2013,0,Total,94048,17420,"Census Tract 216, San Francisco County, CA",14000US06075021600
2018,2018,0,Total,150455,24924,"Census Tract 217, San Francisco County, CA",14000US06075021700
2017,2017,0,Total,122875,25541,"Census Tract 217, San Francisco County, CA",14000US06075021700
2016,2016,0,Total,104698,30657,"Census Tract 217, San Francisco County, CA",14000US06075021700
2015,2015,0,Total,102431,25921,"Census Tract 217, San Francisco County, CA",14000US06075021700
2014,2014,0,Total,99226,12260,"Census Tract 217, San Francisco County, CA",14000US06075021700
2013,2013,0,Total,89750,16282,"Census Tract 217, San Francisco County, CA",14000US06075021700
2018,2018,0,Total,173372,27873,"Census Tract 218, San Francisco County, CA",14000US06075021800
2017,2017,0,Total,137969,19947,"Census Tract 218, San Francisco County, CA",14000US06075021800
2016,2016,0,Total,131012,16423,"Census Tract 218, San Francisco County, CA",14000US06075021800
2015,2015,0,Total,123646,14221,"Census Tract 218, San Francisco County, CA",14000US06075021800
2014,2014,0,Total,124938,13544,"Census Tract 218, San Francisco County, CA",14000US06075021800
2013,2013,0,Total,110398,16412,"Census Tract 218, San Francisco County, CA",14000US06075021800
2018,2018,0,Total,186318,23267,"Census Tract 226, San Francisco County, CA",14000US06075022600
2017,2017,0,Total,195000,24570,"Census Tract 226, San Francisco County, CA",14000US06075022600
2016,2016,0,Total,205865,20024,"Census Tract 226, San Francisco County, CA",14000US06075022600
2015,2015,0,Total,176875,20678,"Census Tract 226, San Francisco County, CA",14000US06075022600
2014,2014,0,Total,175313,23291,"Census Tract 226, San Francisco County, CA",14000US06075022600
2013,2013,0,Total,142260,31661,"Census Tract 226, San Francisco County, CA",14000US06075022600
2018,2018,0,Total,191750,28682,"Census Tract 227.02, San Francisco County, CA",14000US06075022702
2017,2017,0,Total,176944,16154,"Census Tract 227.02, San Francisco County, CA",14000US06075022702
2016,2016,0,Total,165551,13060,"Census Tract 227.02, San Francisco County, CA",14000US06075022702
2015,2015,0,Total,164135,13191,"Census Tract 227.02, San Francisco County, CA",14000US06075022702
2014,2014,0,Total,156719,25765,"Census Tract 227.02, San Francisco County, CA",14000US06075022702
2013,2013,0,Total,147095,28129,"Census Tract 227.02, San Francisco County, CA",14000US06075022702
2018,2018,0,Total,185345,18232,"Census Tract 227.04, San Francisco County, CA",14000US06075022704
2017,2017,0,Total,176667,26196,"Census Tract 227.04, San Francisco County, CA",14000US06075022704
2016,2016,0,Total,150938,23840,"Census Tract 227.04, San Francisco County, CA",14000US06075022704
2015,2015,0,Total,134726,23465,"Census Tract 227.04, San Francisco County, CA",14000US06075022704
2014,2014,0,Total,139926,19662,"Census Tract 227.04, San Francisco County, CA",14000US06075022704
2013,2013,0,Total,138472,20701,"Census Tract 227.04, San Francisco County, CA",14000US06075022704
2018,2018,0,Total,117368,32529,"Census Tract 228.01, San Francisco County, CA",14000US06075022801
2017,2017,0,Total,127143,27435,"Census Tract 228.01, San Francisco County, CA",14000US06075022801
2016,2016,0,Total,117188,25410,"Census Tract 228.01, San Francisco County, CA",14000US06075022801
2015,2015,0,Total,109141,24475,"Census Tract 228.01, San Francisco County, CA",14000US06075022801
2014,2014,0,Total,90227,17364,"Census Tract 228.01, San Francisco County, CA",14000US06075022801
2013,2013,0,Total,85052,14706,"Census Tract 228.01, San Francisco County, CA",14000US06075022801
2018,2018,0,Total,102750,27756,"Census Tract 228.02, San Francisco County, CA",14000US06075022802
2017,2017,0,Total,80385,31722,"Census Tract 228.02, San Francisco County, CA",14000US06075022802
2016,2016,0,Total,58772,5438,"Census Tract 228.02, San Francisco County, CA",14000US06075022802
2015,2015,0,Total,58594,10676,"Census Tract 228.02, San Francisco County, CA",14000US06075022802
2014,2014,0,Total,58550,11016,"Census Tract 228.02, San Francisco County, CA",14000US06075022802
2013,2013,0,Total,59492,15909,"Census Tract 228.02, San Francisco County, CA",14000US06075022802
2018,2018,0,Total,123000,24804,"Census Tract 228.03, San Francisco County, CA",14000US06075022803
2017,2017,0,Total,114583,13742,"Census Tract 228.03, San Francisco County, CA",14000US06075022803
2016,2016,0,Total,99375,14004,"Census Tract 228.03, San Francisco County, CA",14000US06075022803
2015,2015,0,Total,96081,9403,"Census Tract 228.03, San Francisco County, CA",14000US06075022803
2014,2014,0,Total,84769,11512,"Census Tract 228.03, San Francisco County, CA",14000US06075022803
2013,2013,0,Total,79735,13474,"Census Tract 228.03, San Francisco County, CA",14000US06075022803
2018,2018,0,Total,91464,25987,"Census Tract 229.01, San Francisco County, CA",14000US06075022901
2017,2017,0,Total,72045,15445,"Census Tract 229.01, San Francisco County, CA",14000US06075022901
2016,2016,0,Total,69013,10386,"Census Tract 229.01, San Francisco County, CA",14000US06075022901
2015,2015,0,Total,66111,11132,"Census Tract 229.01, San Francisco County, CA",14000US06075022901
2014,2014,0,Total,61264,7263,"Census Tract 229.01, San Francisco County, CA",14000US06075022901
2013,2013,0,Total,60479,9414,"Census Tract 229.01, San Francisco County, CA",14000US06075022901
2018,2018,0,Total,133239,18552,"Census Tract 229.02, San Francisco County, CA",14000US06075022902
2017,2017,0,Total,131571,15770,"Census Tract 229.02, San Francisco County, CA",14000US06075022902
2016,2016,0,Total,113750,30312,"Census Tract 229.02, San Francisco County, CA",14000US06075022902
2015,2015,0,Total,97241,19915,"Census Tract 229.02, San Francisco County, CA",14000US06075022902
2014,2014,0,Total,93750,9785,"Census Tract 229.02, San Francisco County, CA",14000US06075022902
2013,2013,0,Total,90200,16255,"Census Tract 229.02, San Francisco County, CA",14000US06075022902
2018,2018,0,Total,128750,31969,"Census Tract 229.03, San Francisco County, CA",14000US06075022903
2017,2017,0,Total,113250,27505,"Census Tract 229.03, San Francisco County, CA",14000US06075022903
2016,2016,0,Total,80972,24111,"Census Tract 229.03, San Francisco County, CA",14000US06075022903
2015,2015,0,Total,82656,22756,"Census Tract 229.03, San Francisco County, CA",14000US06075022903
2014,2014,0,Total,72778,33154,"Census Tract 229.03, San Francisco County, CA",14000US06075022903
2013,2013,0,Total,63750,14510,"Census Tract 229.03, San Francisco County, CA",14000US06075022903
2018,2018,0,Total,70865,20884,"Census Tract 230.01, San Francisco County, CA",14000US06075023001
2017,2017,0,Total,64527,13064,"Census Tract 230.01, San Francisco County, CA",14000US06075023001
2016,2016,0,Total,64583,9782,"Census Tract 230.01, San Francisco County, CA",14000US06075023001
2015,2015,0,Total,58750,12239,"Census Tract 230.01, San Francisco County, CA",14000US06075023001
2014,2014,0,Total,54667,9865,"Census Tract 230.01, San Francisco County, CA",14000US06075023001
2013,2013,0,Total,51659,7940,"Census Tract 230.01, San Francisco County, CA",14000US06075023001
2018,2018,0,Total,77365,20951,"Census Tract 230.03, San Francisco County, CA",14000US06075023003
2017,2017,0,Total,74113,16483,"Census Tract 230.03, San Francisco County, CA",14000US06075023003
2016,2016,0,Total,76528,9046,"Census Tract 230.03, San Francisco County, CA",14000US06075023003
2015,2015,0,Total,81569,10424,"Census Tract 230.03, San Francisco County, CA",14000US06075023003
2014,2014,0,Total,85043,11472,"Census Tract 230.03, San Francisco County, CA",14000US06075023003
2013,2013,0,Total,79890,17373,"Census Tract 230.03, San Francisco County, CA",14000US06075023003
2018,2018,0,Total,31065,10515,"Census Tract 231.02, San Francisco County, CA",14000US06075023102
2017,2017,0,Total,28618,7715,"Census Tract 231.02, San Francisco County, CA",14000US06075023102
2016,2016,0,Total,35951,9162,"Census Tract 231.02, San Francisco County, CA",14000US06075023102
2015,2015,0,Total,31434,12069,"Census Tract 231.02, San Francisco County, CA",14000US06075023102
2014,2014,0,Total,35390,5993,"Census Tract 231.02, San Francisco County, CA",14000US06075023102
2013,2013,0,Total,34617,4638,"Census Tract 231.02, San Francisco County, CA",14000US06075023102
2018,2018,0,Total,25871,4667,"Census Tract 231.03, San Francisco County, CA",14000US06075023103
2017,2017,0,Total,21415,6133,"Census Tract 231.03, San Francisco County, CA",14000US06075023103
2016,2016,0,Total,22697,7109,"Census Tract 231.03, San Francisco County, CA",14000US06075023103
